id,name,parameter.id,parameter.name,parameter.units,parameter.displayName,datetimeFirst.utc,datetimeFirst.local,datetimeLast.utc,datetimeLast.local,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local,latest.datetime.utc,latest.datetime.local,latest.value,latest.coordinates.latitude,latest.coordinates.longitude,summary.min,summary.q02,summary.q25,summary.median,summary.q75,summary.q98,summary.max,summary.avg,summary.sd
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-18T06:00:00Z,2025-04-18T08:00:00+02:00,1,01:00:00,1996,1996:00:00,199600.0,199600.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-18T06:00:00Z,2025-04-18T08:00:00+02:00,2025-04-18 06:00:00+00:00,2025-04-18 08:00:00+02:00,460.0,42.46400000020953,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-19T06:00:00Z,2025-04-19T08:00:00+02:00,1,01:00:00,2019,2019:00:00,201900.0,201900.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-19T06:00:00Z,2025-04-19T08:00:00+02:00,2025-04-19 06:00:00+00:00,2025-04-19 08:00:00+02:00,460.0,42.46400000020953,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-20T06:00:00Z,2025-04-20T08:00:00+02:00,1,01:00:00,2041,2041:00:00,204100.0,204100.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-20T06:00:00Z,2025-04-20T08:00:00+02:00,2025-04-20 06:00:00+00:00,2025-04-20 08:00:00+02:00,450.0,42.46400000020953,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-21T06:00:00Z,2025-04-21T08:00:00+02:00,1,01:00:00,2062,2062:00:00,206200.0,206200.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-21T06:00:00Z,2025-04-21T08:00:00+02:00,2025-04-21 06:00:00+00:00,2025-04-21 08:00:00+02:00,470.0,42.46400000020953,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-22T06:00:00Z,2025-04-22T08:00:00+02:00,1,01:00:00,2084,2084:00:00,208400.0,208400.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-22T06:00:00Z,2025-04-22T08:00:00+02:00,2025-04-22 06:00:00+00:00,2025-04-22 08:00:00+02:00,510.0,42.46400000020953,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-22T17:00:00Z,2025-04-22T19:00:00+02:00,1,01:00:00,2088,2088:00:00,208800.0,208800.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-22T17:00:00Z,2025-04-22T19:00:00+02:00,2025-04-22 17:00:00+00:00,2025-04-22 19:00:00+02:00,520.0,42.46400000020954,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-24T05:00:00Z,2025-04-24T07:00:00+02:00,1,01:00:00,2101,2101:00:00,210100.0,210100.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-24T05:00:00Z,2025-04-24T07:00:00+02:00,2025-04-24 05:00:00+00:00,2025-04-24 07:00:00+02:00,510.0,42.46400000020954,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-25T06:00:00Z,2025-04-25T08:00:00+02:00,1,01:00:00,2121,2121:00:00,212100.0,212100.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-25T06:00:00Z,2025-04-25T08:00:00+02:00,2025-04-25 06:00:00+00:00,2025-04-25 08:00:00+02:00,410.0,42.46400000020953,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-26T05:00:00Z,2025-04-26T07:00:00+02:00,1,01:00:00,2141,2141:00:00,214100.0,214100.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-26T05:00:00Z,2025-04-26T07:00:00+02:00,2025-04-26 05:00:00+00:00,2025-04-26 07:00:00+02:00,370.0,42.46400000020953,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
7773515,co µg/m³,4,co,µg/m³,CO mass,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-27T05:00:00Z,2025-04-27T07:00:00+02:00,1,01:00:00,2162,2162:00:00,216200.0,216200.0,2024-01-28T23:00:00Z,2024-01-29T00:00:00+01:00,2025-04-27T05:00:00Z,2025-04-27T07:00:00+02:00,2025-04-27 05:00:00+00:00,2025-04-27 07:00:00+02:00,380.0,42.46400000020953,-2.4279999995861625,220.0,,,,,,1400.0,681.1764705882352,
